,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.37798,0.63092,1.98693,2.76903,1.44223,3.48813
TestRMSE,2.16899,0.55252,1.82654,2.51144,1.30745,3.24471
Step1,1.40521,0.49471,1.09858,1.71183,0.73194,2.44717
Step2,1.07995,0.36407,0.8543,1.30561,0.72506,1.66416
Step3,1.1603,0.3812,0.92402,1.39657,0.74729,1.80865
