,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.23381,1.01713,0.36637,0.58209,0.74933
Exp2,0.23442,1.01342,0.36582,0.58053,0.74578
Exp3,0.23722,1.0206,0.36755,0.5837,0.75222
Exp4,0.23462,1.01141,0.36515,0.57833,0.74508
Exp5,0.23078,1.01651,0.36945,0.58294,0.74632
Exp6,0.23321,1.02075,0.36878,0.58412,0.75149
Exp7,0.23321,1.01367,0.36781,0.58047,0.74518
Exp8,0.23558,1.02156,0.37004,0.58505,0.75125
Exp9,0.22848,1.01863,0.36683,0.58256,0.75079
Exp10,0.23462,1.02021,0.36726,0.58327,0.75216
