,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.2336,0.00233,0.23215,0.23504,0.22848,0.23722
TestRMSE,1.01739,0.00339,1.01529,1.01949,1.01141,1.02156
Step1,0.36751,0.00149,0.36658,0.36843,0.36515,0.37004
Step2,0.58231,0.00191,0.58112,0.58349,0.57833,0.58505
Step3,0.74896,0.00287,0.74718,0.75074,0.74508,0.75222
