,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,1.56114,0.0257,1.54521,1.57707,1.51127,1.60503
TestMSE,74.82062,1.38191,73.9641,75.67714,72.82472,76.83629
Step1,74.82062,1.38191,73.9641,75.67714,72.82472,76.83629
Step2,89.93993,1.20067,89.19575,90.68411,88.30284,91.78066
Step3,124.9901,1.30644,124.18036,125.79984,122.99776,127.1968
