,0,1,2
CNN-ew3,0.3518,0.3367,0.8043
RNN-ew3,0.2294,0.2356,0.2393
GRU-ew3,0.2474,0.2398,0.2312
DNN-ew3,0.3482,0.3488,0.3461
LSTM-ew3,0.2396,0.2587,0.2425
