,0,1,2
CNN-ew3,0.7824,0.7696,0.8742
RNN-ew3,0.7585,0.7644,0.8101
GRU-ew3,0.9063,0.8887,0.7576
DNN-ew3,0.7759,0.7799,0.7703
LSTM-ew3,0.9137,0.9938,0.8403
