,0,1,2
CNN-ew3,0.3564,0.3775,-0.2601
RNN-ew3,0.5644,0.5478,0.5262
GRU-ew3,0.5117,0.5223,0.6006
DNN-ew3,0.3555,0.3574,0.3632
LSTM-ew3,0.5285,0.4781,0.5691
