,0,1,2
CNN-ew3,-0.0902,-0.0545,-0.361
RNN-ew3,-0.0244,-0.0405,-0.1686
GRU-ew3,-0.4625,-0.4063,-0.022
DNN-ew3,-0.0721,-0.0831,-0.0566
LSTM-ew3,-0.4866,-0.7588,-0.2573
