,fc1_rmse_mean,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_mean,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_mean,test_loss_std,test_loss_max,test_loss_min,train_loss_mean,train_loss_std,train_loss_max,train_loss_min
CNN-obs,26.2521,0.0,26.2521,26.2521,-1.1109,0.0,-1.1109,-1.1109,0.3744,0.0,0.3744,0.3744,208.6385,0.0,208.6385,208.6385
RNN-obs,23.7871,0.0,23.7871,23.7871,-0.7331,0.0,-0.7331,-0.7331,0.2983,0.0,0.2983,0.2983,176.8353,0.0,176.8353,176.8353
GRU-obs,13.0479,0.0,13.0479,13.0479,0.4785,0.0,0.4785,0.4785,0.0718,0.0,0.0718,0.0718,36.9478,0.0,36.9478,36.9478
DNN-obs,45.6997,0.0,45.6997,45.6997,-5.3969,0.0,-5.3969,-5.3969,1.1023,0.0,1.1023,1.1023,630.9669,0.0,630.9669,630.9669
LSTM-obs,25.0905,0.0,25.0905,25.0905,-0.9282,0.0,-0.9282,-0.9282,0.3544,0.0,0.3544,0.3544,208.7951,0.0,208.7951,208.7951
