,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-obs,26.8382,0.0,26.8382,26.8382,-1.2634,0.0,-1.2634,-1.2634
RNN-obs,23.4007,0.0,23.4007,23.4007,-0.7207,0.0,-0.7207,-0.7207
GRU-obs,16.3396,0.0,16.3396,16.3396,0.1611,0.0,0.1611,0.1611
DNN-obs,37.0685,0.0,37.0685,37.0685,-3.3177,0.0,-3.3177,-3.3177
LSTM-obs,26.9467,0.0,26.9467,26.9467,-1.2817,0.0,-1.2817,-1.2817
