,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.57017,0.63233,2.17825,2.96209,1.68466,3.71669
TestRMSE,2.94811,0.71875,2.50263,3.39359,1.98196,4.26223
Step1,1.82168,0.93952,1.23936,2.404,0.83394,4.00901
Step2,1.30664,0.33058,1.10175,1.51154,0.95832,1.80255
Step3,1.65811,0.66394,1.2466,2.06962,0.91264,3.13619
