,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,0.02402,0.11435,0.11435,0.25728,0.41332
Exp2,0.02328,0.1177,0.1177,0.25822,0.41581
Exp3,0.02329,0.11362,0.11362,0.25394,0.41427
Exp4,0.02322,0.11484,0.11484,0.25627,0.41408
Exp5,0.02283,0.12017,0.12017,0.25922,0.4166
Exp6,0.02254,0.1166,0.1166,0.25562,0.41437
Exp7,0.02363,0.11512,0.11512,0.25913,0.41795
Exp8,0.02261,0.11671,0.11671,0.25971,0.41994
Exp9,0.02241,0.11274,0.11274,0.25251,0.41127
Exp10,0.02314,0.11587,0.11587,0.25735,0.41499
