,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,1.14347,1.34722,0.77721,0.80024,0.75535
Exp2,1.21456,1.38435,0.78388,0.76928,0.84272
Exp3,1.32905,1.4562,0.87761,0.71319,0.91744
Exp4,1.22924,1.28969,0.67786,0.60205,0.91724
Exp5,1.03378,1.20673,0.53348,0.7271,0.80183
