,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,1.17543,1.33871,0.70123,0.78434,0.82779
Exp2,1.89895,1.74012,1.10775,0.81438,1.06662
Exp3,1.6427,1.68922,0.79259,1.01333,1.09473
Exp4,2.50607,2.4366,0.8836,1.26857,1.88334
Exp5,1.70541,1.80831,0.94081,0.8579,1.28409
Exp6,1.85781,1.70402,1.19374,0.91059,0.80593
Exp7,3.01637,2.5212,1.64821,1.49122,1.19001
Exp8,1.93931,1.8638,1.20235,1.10732,0.89552
Exp9,1.54273,1.57923,1.00268,0.83556,0.88906
Exp10,1.58591,1.71844,0.83975,1.07984,1.04009
