,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,1.88707,0.49705,1.57899,2.19515,1.17543,3.01637
TestRMSE,1.83997,0.34739,1.62465,2.05528,1.33871,2.5212
Step1,1.03127,0.25991,0.87018,1.19236,0.70123,1.64821
Step2,1.01631,0.21565,0.88265,1.14996,0.78434,1.49122
Step3,1.09772,0.30119,0.91104,1.2844,0.80593,1.88334
