,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,3.88182,2.42017,2.38178,5.38185,1.17843,8.2663
TestMSE,2.6261,1.64556,1.60617,3.64603,0.70395,5.10241
Step1,2.20265,1.98939,0.96962,3.43569,0.49787,6.63168
Step2,3.2875,2.72003,1.6016,4.97339,0.51252,7.79413
Step3,2.38816,1.58114,1.40816,3.36816,0.83155,6.18114
