,fc1_rmse_mean,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_mean,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_mean,test_loss_std,test_loss_max,test_loss_min,train_loss_mean,train_loss_std,train_loss_max,train_loss_min
CNN-ew3,17.0201,0.0,17.0201,17.0201,0.1127,0.0,0.1127,0.1127,0.1187,0.0,0.1187,0.1187,59.5216,0.0,59.5216,59.5216
RNN-ew3,22.5939,0.0,22.5939,22.5939,-0.5636,0.0,-0.5636,-0.5636,0.2838,0.0,0.2838,0.2838,167.9211,0.0,167.9211,167.9211
GRU-ew3,22.7447,0.0,22.7447,22.7447,-0.5845,0.0,-0.5845,-0.5845,0.2742,0.0,0.2742,0.2742,153.1531,0.0,153.1531,153.1531
DNN-ew3,16.7959,0.0,16.7959,16.7959,0.1359,0.0,0.1359,0.1359,0.1359,0.0,0.1359,0.1359,70.2138,0.0,70.2138,70.2138
LSTM-ew3,28.9952,0.0,28.9952,28.9952,-1.5751,0.0,-1.5751,-1.5751,0.4684,0.0,0.4684,0.4684,266.5759,0.0,266.5759,266.5759
