,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.6214,0.75785,2.15169,3.09112,1.74263,4.62201
TestRMSE,2.8455,0.80707,2.34527,3.34572,1.86993,4.9141
Step1,1.75634,0.53897,1.42229,2.0904,0.96128,2.92432
Step2,1.73343,0.63723,1.33847,2.12839,0.88572,2.97903
Step3,1.31169,0.49154,1.00703,1.61635,0.86356,2.59272
