,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,1.29233,1.42046,0.7563,0.80034,0.89732
Exp2,1.17871,1.38381,0.75537,0.81241,0.82725
Exp3,1.10162,1.24705,0.53116,0.88968,0.69388
Exp4,1.09499,1.2276,0.61662,0.70173,0.79647
Exp5,1.35179,1.32998,0.74909,0.81318,0.73923
