,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,1.20389,0.10262,1.11394,1.29384,1.09499,1.35179
TestRMSE,1.32178,0.07498,1.25606,1.3875,1.2276,1.42046
Step1,0.68171,0.09212,0.60096,0.76245,0.53116,0.7563
Step2,0.80347,0.05994,0.75093,0.85601,0.70173,0.88968
Step3,0.79083,0.07037,0.72915,0.85251,0.69388,0.89732
