,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,16874.55831,10841.82466,10154.72576,23594.39085,9011.063,46794.2703
TestMSE,22504.48082,14444.92326,13551.42462,31457.53701,12742.09505,62466.94262
Step1,17294.55205,6381.8245,13339.05624,21250.04785,3507.46757,30900.84662
Step2,27955.59587,23437.23131,13429.04941,42482.14234,14628.80689,77962.72548
Step3,22263.29453,21372.05918,9016.755,35509.83405,2602.51538,85009.47778
