,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
CNN-ew2,0.741,0.1097,0.82,0.5859,0.0005,0.2745,0.3886,-0.1977
RNN-ew2,0.5136,0.0061,0.5184,0.5049,0.5301,0.0112,0.546,0.5213
GRU-ew2,0.501,0.0161,0.5226,0.4841,0.5525,0.0288,0.5825,0.5136
DNN-ew2,0.5917,0.0083,0.6034,0.5857,0.3763,0.0175,0.3889,0.3515
LSTM-ew2,0.495,0.0126,0.5112,0.4804,0.5633,0.0223,0.5889,0.5346
