,0,1,2
CNN-ew2,-0.1895,0.3886,-0.1977
RNN-ew2,0.546,0.5231,0.5213
GRU-ew2,0.5136,0.5825,0.5614
DNN-ew2,0.3515,0.3884,0.3889
LSTM-ew2,0.5664,0.5889,0.5346
