,0,1,2
CNN-ew2,0.8172,0.5859,0.82
RNN-ew2,0.5049,0.5174,0.5184
GRU-ew2,0.5226,0.4841,0.4963
DNN-ew2,0.6034,0.586,0.5857
LSTM-ew2,0.4934,0.4804,0.5112
