,0,1,2
CNN-ew2,0.7823,0.3358,0.7848
RNN-ew2,0.2554,0.2666,0.2684
GRU-ew2,0.2619,0.2341,0.2599
DNN-ew2,0.3635,0.3372,0.3354
LSTM-ew2,0.236,0.231,0.2448
