,fc1_rmse_mean,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_mean,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_mean,test_loss_std,test_loss_max,test_loss_min,train_loss_mean,train_loss_std,train_loss_max,train_loss_min
CNN-ew2,0.6343,0.2111,0.7848,0.3358,0.2035,0.4211,0.7991,-0.0978,0.0983,0.0292,0.1192,0.057,40.7676,20.2733,55.1441,12.0968
RNN-ew2,0.2635,0.0058,0.2684,0.2554,0.8762,0.0053,0.8837,0.8716,0.0465,0.0007,0.047,0.0455,8.0311,0.1772,8.2814,7.896
GRU-ew2,0.252,0.0127,0.2619,0.2341,0.8865,0.0112,0.9023,0.8777,0.0449,0.0016,0.0465,0.0427,7.2979,0.6811,8.1287,6.4603
DNN-ew2,0.3454,0.0128,0.3635,0.3354,0.7871,0.016,0.7995,0.7645,0.0573,0.0005,0.0581,0.0569,12.6244,0.5761,13.4335,12.1368
LSTM-ew2,0.2373,0.0057,0.2448,0.231,0.8996,0.0048,0.9049,0.8932,0.0431,0.0007,0.044,0.0425,6.4236,0.1747,6.6502,6.2251
