,0,1,2
CNN-ew2,0.8487,0.7584,0.8517
RNN-ew2,0.7121,0.7231,0.7193
GRU-ew2,0.7444,0.7048,0.68
DNN-ew2,0.753,0.7558,0.7587
LSTM-ew2,0.729,0.7019,0.7623
