,0,1,2
CNN-ew2,-0.2826,-0.0241,-0.2917
RNN-ew2,0.097,0.0688,0.0786
GRU-ew2,0.0133,0.1153,0.1767
DNN-ew2,-0.0097,-0.0173,-0.0249
LSTM-ew2,0.0537,0.1227,-0.0349
