,0,1,2
CNN-ew2,-0.0907,0.7991,-0.0978
RNN-ew2,0.8837,0.8733,0.8716
GRU-ew2,0.8777,0.9023,0.8796
DNN-ew2,0.7645,0.7973,0.7995
LSTM-ew2,0.9008,0.9049,0.8932
