,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
tf-ews,1.153,0.0661,1.2243,1.055,-1.3749,0.2681,-0.9818,-1.6691
tf-sg7,1.1881,0.0686,1.2653,1.1085,-1.522,0.2903,-1.1882,-1.8508
tf-obs,1.0102,0.1221,1.224,0.8569,-0.8436,0.4569,-0.3074,-1.6677
tf-or,1.2608,0.107,1.3679,1.087,-1.8509,0.4699,-1.1041,-2.3319
