,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
tf-ews,1.0442,0.0597,1.1109,0.9546,-0.9486,0.2203,-0.6232,-1.1981
tf-sg7,1.0049,0.0865,1.1322,0.9299,-0.8119,0.3162,-0.5402,-1.2833
tf-obs,0.8947,0.1231,1.094,0.7406,-0.4527,0.404,0.0231,-1.1318
tf-or,1.1266,0.1221,1.2481,0.9108,-1.2875,0.468,-0.4777,-1.7747
