,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.99489,1.16416,0.50638,0.69764,0.78239
Exp2,1.11452,1.24999,0.55996,0.70298,0.86876
Exp3,0.94249,1.15342,0.51798,0.65013,0.79963
Exp4,1.42761,1.41788,0.90771,0.70402,0.83115
Exp5,1.03423,1.17999,0.56436,0.74678,0.71845
