,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,1.16317,0.83938,1.35201,0.60563,0.56051
Exp2,2.06667,1.30301,2.52103,0.51907,0.86895
Exp3,2.26865,1.6352,2.67546,1.49428,0.73586
Exp4,3.77704,2.65717,1.39553,2.85479,3.72119
Exp5,3.47104,2.52018,1.94279,3.29902,2.31872
Exp6,1.35646,1.09265,1.80485,0.80171,0.67139
Exp7,1.51156,0.84918,0.70232,0.81958,1.02563
Exp8,1.90241,1.30179,2.27556,0.57589,1.05393
Exp9,1.02669,0.80586,0.91939,0.68809,0.81011
Exp10,2.94469,2.10753,1.55362,2.42888,2.34008
