,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,1.67978,0.03176,1.6601,1.69947,1.61539,1.73098
TestMSE,72.70344,1.55759,71.73803,73.66885,69.75698,74.72203
Step1,72.70344,1.55759,71.73803,73.66885,69.75698,74.72203
Step2,99.03829,1.53649,98.08596,99.99061,97.06922,101.51772
Step3,149.34164,1.84005,148.20117,150.48212,146.91797,152.42938
