,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,2.27488,0.80771,1.77426,2.77551,1.08528,3.69592
TestMSE,1.58135,0.53444,1.25011,1.9126,0.65097,2.38368
Step1,1.53996,0.99123,0.92559,2.15432,0.49745,3.05397
Step2,1.98471,0.60537,1.6095,2.35993,0.74545,3.08122
Step3,1.21939,0.57209,0.8648,1.57397,0.55403,2.22086
