,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,2.72833,1.65697,1.70133,3.75533,1.40762,6.99683
TestMSE,1.73166,0.90331,1.17178,2.29153,0.95391,3.77515
Step1,2.01019,1.87818,0.84608,3.1743,0.56944,7.24479
Step2,1.27011,0.85142,0.74239,1.79782,0.48828,3.60785
Step3,1.91468,1.46206,1.00848,2.82088,0.76936,5.61232
