,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.14688,0.5953,1.77791,2.51585,1.18768,3.38036
TestRMSE,1.90964,0.40229,1.6603,2.15898,1.26754,2.72728
Step1,1.04737,0.40422,0.79683,1.29791,0.62431,2.13564
Step2,0.98535,0.21108,0.85452,1.11618,0.70331,1.45958
Step3,1.18765,0.3496,0.97096,1.40433,0.78059,1.85205
