,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,2.50388,2.18795,0.92916,1.07662,1.66273
Exp2,1.66187,1.54545,0.81064,0.75022,1.08094
Exp3,2.26482,1.99449,1.08157,0.95728,1.37543
Exp4,2.30866,2.05915,1.22491,1.45958,0.78059
Exp5,3.38036,2.72728,2.13564,0.94347,1.40959
Exp6,1.98613,1.68613,0.80006,1.12063,0.9732
Exp7,1.50741,1.60286,0.74864,1.13046,0.85485
Exp8,2.646,2.27023,0.96661,0.88856,1.85205
Exp9,1.18768,1.26754,0.62431,0.70331,0.84985
Exp10,2.02197,1.75536,1.15217,0.82338,1.03723
