,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,2.09199,2.00163,1.25683,1.225,0.96243
Exp2,1.71348,1.71064,0.87232,0.75425,1.26351
Exp3,1.83784,2.02445,1.33818,0.99651,1.14659
Exp4,1.39296,1.46968,0.78983,0.85385,0.89838
Exp5,1.3253,1.51851,0.65265,0.92622,1.01096
Exp6,2.18938,2.26368,1.28126,1.64285,0.88526
Exp7,0.98381,1.38642,0.62607,0.95592,0.78512
Exp8,2.40455,2.11232,0.794,1.47877,1.28246
Exp9,1.48381,1.63896,0.72655,0.90503,1.15725
Exp10,1.59919,1.71715,0.96891,1.00266,1.00224
