,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.21772,0.00199,0.21649,0.21896,0.21383,0.22052
TestRMSE,0.88194,0.00312,0.88,0.88387,0.87755,0.88832
Step1,0.34633,0.00176,0.34524,0.34742,0.34382,0.35014
Step2,0.50975,0.00181,0.50862,0.51087,0.50734,0.51276
Step3,0.63089,0.00268,0.62923,0.63255,0.62675,0.63529
