,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.21788,0.8785,0.34796,0.5078,0.62675
Exp2,0.21804,0.88488,0.34657,0.51107,0.6338
Exp3,0.21734,0.88832,0.35014,0.51276,0.63529
Exp4,0.21383,0.88516,0.34463,0.51272,0.63393
Exp5,0.21698,0.88173,0.34769,0.5091,0.63038
Exp6,0.22052,0.88093,0.34623,0.5096,0.62966
Exp7,0.21848,0.87755,0.34382,0.50734,0.62809
Exp8,0.21502,0.88166,0.34528,0.50798,0.63251
Exp9,0.22035,0.88056,0.34588,0.50978,0.62918
Exp10,0.21878,0.88009,0.34513,0.50934,0.6293
