Datetime,NH3_N
2021-12-23 00:00:00,0.19375990761904754
2021-12-23 01:00:00,0.2009985861904761
2021-12-23 02:00:00,0.20707376238095224
2021-12-23 03:00:00,0.214102447142857
2021-12-23 04:00:00,0.21370260428571414
2021-12-23 05:00:00,0.21252898761904748
2021-12-23 06:00:00,0.19169727285714272
2021-12-23 07:00:00,0.17366619619047596
2021-12-23 08:00:00,0.6957358995238091
2021-12-23 09:00:00,1.1805993157142853
2021-12-23 10:00:00,1.1293984290476187
2021-12-23 11:00:00,0.5392216499999997
2021-12-23 12:00:00,0.2844808899999998
2021-12-23 13:00:00,0.23902850666666647
2021-12-23 14:00:00,0.23401843095238076
2021-12-23 15:00:00,0.249825086190476
2021-12-23 16:00:00,0.2792162642857141
2021-12-23 17:00:00,0.3081333619047617
2021-12-23 18:00:00,0.31251979095238075
2021-12-23 19:00:00,0.2998772195238093
2021-12-23 20:00:00,0.2675315295238094
2021-12-23 21:00:00,0.23789160571428555
2021-12-23 22:00:00,0.22166719476190463
2021-12-23 23:00:00,0.2176434266666665
2021-12-24 00:00:00,0.21504650047619034
2021-12-24 01:00:00,0.2100142247619046
2021-12-24 02:00:00,0.2286965419047618
2021-12-24 03:00:00,0.266750817142857
2021-12-24 04:00:00,0.27478577571428553
2021-12-24 05:00:00,0.24757192476190457
2021-12-24 06:00:00,0.22597071904761887
2021-12-24 07:00:00,0.22839505047619033
2021-12-24 08:00:00,0.228780416190476
2021-12-24 09:00:00,0.23153164190476178
2021-12-24 10:00:00,0.23510248619047602
2021-12-24 11:00:00,0.23715342333333317
2021-12-24 12:00:00,0.2619927433333332
2021-12-24 13:00:00,0.3058760366666665
2021-12-24 14:00:00,0.3085539823809522
2021-12-24 15:00:00,0.2691666985714284
2021-12-24 16:00:00,0.2336497780952379
2021-12-24 17:00:00,0.23003680142857122
2021-12-24 18:00:00,0.22513132190476173
2021-12-24 19:00:00,0.22164120666666648
2021-12-24 20:00:00,0.21941905333333317
2021-12-24 21:00:00,0.21894087190476172
2021-12-24 22:00:00,0.21813956238095222
2021-12-24 23:00:00,0.2172449819047617
2021-12-25 00:00:00,0.21621188238095224
2021-12-25 01:00:00,0.21627017714285698
2021-12-25 02:00:00,0.21640556904761893
2021-12-25 03:00:00,0.21786154047619033
2021-12-25 04:00:00,0.21962158476190463
2021-12-25 05:00:00,0.2211786357142856
2021-12-25 06:00:00,0.22222677571428562
2021-12-25 07:00:00,0.2235205314285713
2021-12-25 08:00:00,0.22535797761904747
2021-12-25 09:00:00,0.2277634466666665
2021-12-25 10:00:00,0.2289796985714284
2021-12-25 11:00:00,0.22914957190476176
2021-12-25 12:00:00,0.23105536571428556
2021-12-25 13:00:00,0.23746254523809507
2021-12-25 14:00:00,0.24944807523809506
2021-12-25 15:00:00,0.251703666190476
2021-12-25 16:00:00,0.23857467999999987
2021-12-25 17:00:00,0.22061353095238082
2021-12-25 18:00:00,0.21308703095238082
2021-12-25 19:00:00,0.2113221109523808
2021-12-25 20:00:00,0.20988673428571417
2021-12-25 21:00:00,0.20660922285714275
2021-12-25 22:00:00,0.21315896428571415
2021-12-25 23:00:00,0.22612580904761886
2021-12-26 00:00:00,0.2635744071428569
2021-12-26 01:00:00,0.5695538395238092
2021-12-26 02:00:00,0.8092049519047615
2021-12-26 03:00:00,0.7109025619047615
2021-12-26 04:00:00,0.36451466571428554
2021-12-26 05:00:00,0.2363892595238094
2021-12-26 06:00:00,0.2315306195238094
2021-12-26 07:00:00,0.22286920047619035
2021-12-26 08:00:00,0.22096943619047602
2021-12-26 09:00:00,0.21844807476190461
2021-12-26 10:00:00,0.22265626571428557
2021-12-26 11:00:00,0.2773291033333332
2021-12-26 12:00:00,0.33495976380952364
2021-12-26 13:00:00,0.35305539761904736
2021-12-26 14:00:00,0.3164408819047617
2021-12-26 15:00:00,0.28309959714285693
2021-12-26 16:00:00,0.27838494142857123
2021-12-26 17:00:00,0.4337882099999998
2021-12-26 18:00:00,0.698211383333333
2021-12-26 19:00:00,0.9315828719047616
2021-12-26 20:00:00,0.9093886361904758
2021-12-26 21:00:00,0.6702107704761902
2021-12-26 22:00:00,0.3831103871428569
2021-12-26 23:00:00,0.23444856952380927
2021-12-27 00:00:00,0.1987560266666665
2021-12-27 01:00:00,0.1774897885714284
2021-12-27 02:00:00,0.17843233285714266
2021-12-27 03:00:00,0.36382246238095217
2021-12-27 04:00:00,0.6095378595238092
2021-12-27 05:00:00,0.6163040099999997
2021-12-27 06:00:00,0.3839467199999998
2021-12-27 07:00:00,0.21637801095238074
2021-12-27 08:00:00,0.19652525952380936
2021-12-27 09:00:00,0.18567117571428557
2021-12-27 10:00:00,0.17633654190476178
2021-12-27 11:00:00,0.28766716095238076
2021-12-27 12:00:00,0.579412431428571
2021-12-27 13:00:00,0.8861908285714282
2021-12-27 14:00:00,0.9453527580952378
2021-12-27 15:00:00,0.745478905238095
2021-12-27 16:00:00,0.5382473666666663
2021-12-27 17:00:00,0.5373587457142854
2021-12-27 18:00:00,0.7105210438095235
2021-12-27 19:00:00,0.8558148847619045
2021-12-27 20:00:00,0.7985507842857138
2021-12-27 21:00:00,0.5895403471428569
2021-12-27 22:00:00,0.3597833209523807
2021-12-27 23:00:00,0.23219440571428557
2021-12-28 00:00:00,0.18154603476190465
2021-12-28 01:00:00,0.1743670633333332
2021-12-28 02:00:00,0.17030725190476179
2021-12-28 03:00:00,0.16958845333333322
2021-12-28 04:00:00,0.16908508380952364
2021-12-28 05:00:00,0.16821032809523795
2021-12-28 06:00:00,0.16694465238095224
