,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,0.01525,0.00047,0.01496,0.01554,0.01471,0.01587
TestMSE,0.14133,0.00198,0.1401,0.14255,0.13803,0.14379
Step1,0.14133,0.00198,0.1401,0.14255,0.13803,0.14379
Step2,0.27951,0.00273,0.27782,0.2812,0.27533,0.28333
Step3,0.41362,0.0031,0.4117,0.41554,0.40794,0.41827
