,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,2.26797,0.04548,2.23977,2.29616,2.20144,2.37044
TestMSE,80.61309,1.46186,79.70702,81.51916,78.6969,82.69926
Step1,80.61309,1.46186,79.70702,81.51916,78.6969,82.69926
Step2,112.53472,1.19438,111.79444,113.27501,109.91589,113.8365
Step3,168.29994,1.52793,167.35292,169.24697,165.05145,170.79064
