,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.16681,0.43109,1.89962,2.434,1.55937,2.79554
TestRMSE,2.38189,0.50403,2.06949,2.69429,1.71693,3.22973
Step1,1.54674,0.45257,1.26624,1.82725,0.97077,2.31021
Step2,1.26077,0.35927,1.03809,1.48345,0.87165,1.99388
Step3,1.21864,0.35568,0.99819,1.43909,0.89593,2.06079
