,0,1,2,3,4
CNN-ew4,0.8008,0.7988,0.7608,0.757,0.8008
RNN-ew4,0.7869,0.7174,0.7137,0.6952,0.6828
GRU-ew4,0.7933,0.7211,0.7992,0.764,0.6903
DNN-ew4,0.6855,1.0606,0.775,0.7182,0.8109
LSTM-ew4,0.7219,0.6942,0.768,0.7641,0.7529
