,0,1,2,3,4
CNN-ew4,-0.2295,-0.224,-0.2591,-0.0413,-0.2297
RNN-ew4,-0.3136,-0.1094,-0.1025,-0.0887,-0.0617
GRU-ew4,-0.2433,-0.1527,-0.2793,-0.1824,-0.0943
DNN-ew4,-0.0319,-0.9237,-0.1471,-0.031,-0.2987
LSTM-ew4,-0.1331,-0.0943,-0.2356,-0.2001,-0.1722
