,0,1,2,3,4
CNN-ew4,-0.1423,-0.1365,-0.031,-0.0208,-0.1422
RNN-ew4,-0.1029,0.0834,0.0927,0.1393,0.1695
GRU-ew4,-0.1209,0.0738,-0.1376,-0.0396,0.1512
DNN-ew4,0.1631,-1.0035,-0.0697,0.0813,-0.1713
LSTM-ew4,0.0716,0.1417,-0.0505,-0.04,-0.0096
