,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-ew4,0.8193,0.0276,0.8409,0.7647,-0.1967,0.0787,-0.0413,-0.2591
RNN-ew4,0.7978,0.0311,0.8589,0.7722,-0.1352,0.0907,-0.0617,-0.3136
GRU-ew4,0.8173,0.0225,0.8476,0.7839,-0.1904,0.0655,-0.0943,-0.2793
DNN-ew4,0.8436,0.1037,1.0394,0.7609,-0.2865,0.3334,-0.031,-0.9237
LSTM-ew4,0.8094,0.0172,0.833,0.7839,-0.1671,0.0495,-0.0943,-0.2356
