,0,1,2,3,4
CNN-ew4,-0.0498,-0.0915,-1.1276,0.0003,-0.0224
RNN-ew4,0.4008,0.4005,0.3897,0.4658,0.5045
GRU-ew4,0.0725,0.4256,0.0891,0.2208,0.497
DNN-ew4,0.5404,-0.8057,0.1568,0.3999,0.1657
LSTM-ew4,0.3626,0.4506,0.2398,0.2085,0.2444
