,0,1,2,3,4
CNN-ew4,0.8309,0.8291,0.8409,0.7647,0.831
RNN-ew4,0.8589,0.7893,0.7869,0.7819,0.7722
GRU-ew4,0.8356,0.8046,0.8476,0.8149,0.7839
DNN-ew4,0.7612,1.0394,0.8026,0.7609,0.854
LSTM-ew4,0.7977,0.7839,0.833,0.8209,0.8113
