,0,1,2,3,4,5,6,7,8,9
CNN-obs,0.7652,0.7778,0.4611,0.7444,0.7698,0.7627,0.7615,0.7641,0.7709,0.7484
RNN-obs,0.6958,0.5151,0.5565,0.4874,0.6812,0.5948,0.6291,0.5011,0.5215,0.6498
GRU-obs,0.6374,0.7452,0.7728,0.6334,0.5928,0.641,0.6225,0.628,0.6865,0.6148
DNN-obs,0.7043,0.4675,1.0847,0.3964,0.827,0.3321,0.8394,0.6269,0.5168,0.5381
LSTM-obs,0.6415,0.6623,0.6572,0.563,0.6305,0.6269,0.5895,0.6468,0.5555,0.6796
