,0,1,2,3,4,5,6,7,8,9
CNN-obs,0.7983,0.8178,0.69,0.7743,0.8034,0.7955,0.7941,0.797,0.8008,0.779
RNN-obs,0.814,0.6804,0.7188,0.6488,0.7484,0.7219,0.7518,0.6642,0.6862,0.7367
GRU-obs,0.7691,0.8181,0.829,0.744,0.7232,0.7542,0.7538,0.758,0.781,0.7541
DNN-obs,0.7524,0.6982,1.1834,0.6236,0.7444,0.5975,0.7823,0.7545,0.716,0.7457
LSTM-obs,0.7488,0.7523,0.7549,0.696,0.7399,0.7464,0.7186,0.7496,0.6999,0.7851
