,fc1_rmse_mean,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_mean,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_mean,test_loss_std,test_loss_max,test_loss_min,train_loss_mean,train_loss_std,train_loss_max,train_loss_min
CNN-obs,0.7326,0.091,0.7778,0.4611,0.0287,0.1991,0.6211,-0.0783,0.1108,0.0144,0.1178,0.0677,51.8904,10.039,56.7656,21.8245
RNN-obs,0.5832,0.0735,0.6958,0.4874,0.3841,0.1548,0.5766,0.1371,0.0866,0.0103,0.1022,0.0738,35.2757,7.3724,46.1343,26.036
GRU-obs,0.6574,0.0558,0.7728,0.5928,0.2241,0.1367,0.3737,-0.0645,0.0978,0.0086,0.115,0.0881,42.7894,5.9811,54.3527,35.2454
DNN-obs,0.6333,0.2204,1.0847,0.3321,0.1985,0.5542,0.8034,-1.0971,0.1125,0.0647,0.2819,0.0595,58.0164,49.6078,179.4501,16.4256
LSTM-obs,0.6253,0.0402,0.6796,0.5555,0.3003,0.0879,0.45,0.1769,0.0937,0.0056,0.1017,0.0838,39.6684,4.0118,45.6108,32.7991
