,0,1,2,3,4,5,6,7,8,9
CNN-obs,-0.135,-0.1912,0.152,-0.0678,-0.1498,-0.1271,-0.1233,-0.1314,-0.1422,-0.081
RNN-obs,-0.1802,0.1753,0.0796,0.2502,0.0022,0.0717,-0.0068,0.2143,0.1612,0.0334
GRU-obs,-0.0535,-0.1922,-0.2241,0.014,0.0684,-0.0133,-0.0121,-0.0235,-0.0865,-0.013
DNN-obs,-0.0083,0.1318,-1.4944,0.3073,0.0129,0.3641,-0.09,-0.014,0.0868,0.0095
LSTM-obs,0.0014,-0.0079,-0.0152,0.1373,0.0249,0.0076,0.0801,-0.0007,0.1276,-0.0978
