,0,1,2,3,4,5,6,7,8,9
CNN-obs,-0.0436,-0.0783,0.6211,0.0125,-0.0562,-0.0369,-0.0336,-0.0405,-0.0592,0.0017
RNN-obs,0.1371,0.5272,0.448,0.5766,0.1729,0.3695,0.2946,0.5524,0.5153,0.2475
GRU-obs,0.2759,0.0102,-0.0645,0.285,0.3737,0.2677,0.3093,0.2972,0.1601,0.3262
DNN-obs,0.116,0.6104,-1.0971,0.7199,-0.2191,0.8034,-0.2557,0.2995,0.5241,0.4839
LSTM-obs,0.2665,0.2182,0.2301,0.4351,0.2914,0.2997,0.3807,0.2543,0.45,0.1769
