,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,17216.59068,10832.84123,10502.32612,23930.85523,5442.23476,40453.11979
TestMSE,23219.5153,14445.68053,14265.98975,32173.04086,7703.24427,53886.30428
Step1,26593.99211,25105.77625,11033.27077,42154.71344,3501.1891,96890.52783
Step2,18022.98652,15650.11275,8322.94614,27723.0269,609.02369,59853.40045
Step3,25041.56728,15512.06334,15427.09081,34656.04375,4526.69473,61354.3502
