,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,2.36798,2.4561,1.92774,1.01172,1.13695
Exp2,3.3251,3.67038,1.65247,2.17182,2.45444
Exp3,2.02159,2.1281,0.94271,1.24865,1.44256
Exp4,4.47183,4.76193,3.09491,2.72086,2.3863
Exp5,2.57305,2.78058,1.37341,0.99718,2.2025
Exp6,1.58208,1.5427,0.87997,0.90053,0.8914
Exp7,2.99663,3.23302,2.06771,1.77847,1.73609
Exp8,3.9297,4.46645,1.81665,3.38746,2.27466
Exp9,2.39898,2.587,0.89216,1.45603,1.94334
Exp10,3.2208,3.51834,1.31375,2.35793,2.25675
