,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,0.02423,0.1505,0.1505,0.39465,0.6532
Exp2,0.02481,0.14304,0.14304,0.38264,0.64619
Exp3,0.02525,0.14953,0.14953,0.3927,0.65346
Exp4,0.0252,0.14782,0.14782,0.39019,0.64891
Exp5,0.0248,0.14751,0.14751,0.38836,0.64444
Exp6,0.02435,0.14596,0.14596,0.38682,0.64935
Exp7,0.02536,0.14653,0.14653,0.38763,0.6488
Exp8,0.02467,0.14735,0.14735,0.39171,0.65393
Exp9,0.02426,0.15107,0.15107,0.3914,0.64997
Exp10,0.02518,0.14754,0.14754,0.38894,0.64964
