,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.18733,0.00281,0.18559,0.18907,0.18219,0.19179
TestRMSE,0.97269,0.00324,0.97068,0.97469,0.96799,0.97767
Step1,0.36206,0.00205,0.36079,0.36333,0.35844,0.36506
Step2,0.55332,0.0019,0.55214,0.5545,0.5507,0.55618
Step3,0.71335,0.00242,0.71184,0.71485,0.70938,0.71718
