,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.18951,0.97583,0.36506,0.55598,0.71405
Exp2,0.18477,0.97705,0.3642,0.5553,0.71667
Exp3,0.18699,0.96917,0.35844,0.5507,0.71242
Exp4,0.18794,0.97244,0.36192,0.55245,0.71377
Exp5,0.19179,0.97352,0.36393,0.55417,0.71288
Exp6,0.18959,0.97767,0.36352,0.55618,0.71718
Exp7,0.1899,0.97242,0.36156,0.55324,0.7133
Exp8,0.18219,0.97201,0.35945,0.55263,0.71428
Exp9,0.18604,0.96799,0.36045,0.55106,0.70952
Exp10,0.18457,0.96875,0.36204,0.55153,0.70938
