,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
LSTM-3-obs,0.5538,0.0028,0.5576,0.5511,0.4537,0.0055,0.459,0.4462
LSTM-3-sg5,0.5141,0.0147,0.5322,0.4963,0.5288,0.0268,0.5612,0.4955
LSTM-3-sg7,0.4625,0.0074,0.4693,0.4522,0.619,0.0121,0.6358,0.6078
LSTM-3-sg9,0.4464,0.0023,0.4493,0.4436,0.645,0.0037,0.6495,0.6405
LSTM-3-ew2,0.5146,0.0113,0.527,0.4996,0.5282,0.0207,0.5555,0.5053
LSTM-3-ew3,0.5092,0.0007,0.5101,0.5086,0.5382,0.0012,0.5393,0.5366
LSTM-3-ew4,0.4973,0.0068,0.5046,0.4883,0.5594,0.012,0.5754,0.5465
LSTM-3-or,0.4963,0.0047,0.5029,0.4924,0.5611,0.0083,0.5681,0.5495
