,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.00428,0.20142,1.87944,2.12913,1.70146,2.42163
TestRMSE,1.8559,0.14015,1.76903,1.94277,1.67098,2.14443
Step1,0.94273,0.19548,0.82156,1.06389,0.5662,1.17684
Step2,1.09291,0.20198,0.96773,1.2181,0.74709,1.38065
Step3,1.10526,0.28321,0.92973,1.2808,0.81777,1.76139
