,0,1,2
CNN-sg7,-0.175,0.7995,-0.1836
RNN-sg7,0.9164,0.9085,0.9088
GRU-sg7,0.9051,0.9062,0.9121
DNN-sg7,0.7827,0.7891,0.7864
LSTM-sg7,0.8618,0.8945,0.8914
